"icd10","visit_type2","monthly_expenditure"
"M979XXA","Outpatient",258.3671
"M979XXD","Inpatient",9414.832
"M979XXD","Outpatient",263.2092
"M979XXS","Inpatient",7201.1655
"M979XXS","Outpatient",164.40137
"M9900","Inpatient",231.85091
"M9900","Outpatient",116.10478
"M9901","Inpatient",1019.3147
"M9901","Outpatient",91.593719
"M9902","Inpatient",850.16528
"M9902","Outpatient",84.849869
"M9903","Inpatient",4421.8398
"M9903","Outpatient",94.761063
"M9904","Inpatient",8455.8613
"M9904","Outpatient",95.355736
"M9905","Inpatient",1782.9122
"M9905","Outpatient",89.695656
"M9906","Inpatient",4896.5396
"M9906","Outpatient",170.90222
"M9907","Inpatient",1937.1969
"M9907","Outpatient",187.67548
"M9908","Inpatient",1024.8715
"M9908","Outpatient",160.4955
"M9909","Inpatient",384.20624
"M9909","Outpatient",160.98027
"M9910","Inpatient",NA
"M9910","Outpatient",96.502785
"M9911","Inpatient",14822.944
"M9911","Outpatient",125.32935
"M9912","Inpatient",NA
"M9912","Outpatient",129.27017
"M9913","Inpatient",8849.7227
"M9913","Outpatient",127.98234
"M9914","Inpatient",NA
"M9914","Outpatient",126.67429
"M9915","Inpatient",NA
"M9915","Outpatient",240.75517
"M9916","Inpatient",NA
"M9916","Outpatient",175.85889
"M9917","Inpatient",NA
"M9917","Outpatient",176.34183
"M9918","Inpatient",NA
"M9918","Outpatient",233.93776
"M9919","Inpatient",NA
"M9919","Outpatient",121.43474
"M9920","Inpatient",NA
"M9920","Outpatient",132.87196
"M9921","Inpatient",10169.972
"M9921","Outpatient",197.72772
"M9922","Inpatient",NA
"M9922","Outpatient",167.2683
"M9923","Inpatient",8022.311
"M9923","Outpatient",274.69031
"M9924","Inpatient",NA
"M9924","Outpatient",178.51599
"M9925","Inpatient",NA
"M9925","Outpatient",202.38756
"M9926","Inpatient",NA
"M9926","Outpatient",177.95229
"M9930","Inpatient",NA
"M9930","Outpatient",113.6396
"M9931","Inpatient",6321.9673
"M9931","Outpatient",277.8338
"M9932","Inpatient",12647.207
"M9932","Outpatient",254.63943
"M9933","Inpatient",7145.646
"M9933","Outpatient",388.522
"M9935","Inpatient",NA
"M9935","Outpatient",149.97
"M9936","Inpatient",NA
"M9936","Outpatient",756.78363
"M9939","Inpatient",NA
"M9939","Outpatient",271.27414
"M9940","Inpatient",NA
"M9940","Outpatient",204.83086
"M9941","Inpatient",5191.6367
"M9941","Outpatient",295.45605
"M9942","Inpatient",NA
"M9942","Outpatient",427.93536
"M9943","Inpatient",5885.1543
"M9943","Outpatient",414.70734
"M9945","Inpatient",NA
"M9945","Outpatient",167.8242
"M9947","Inpatient",NA
"M9947","Outpatient",232.59
"M9949","Inpatient",NA
"M9949","Outpatient",255.4326
"M9950","Inpatient",NA
"M9950","Outpatient",289.84576
"M9951","Inpatient",5754.292
"M9951","Outpatient",300.9577
"M9952","Inpatient",9147.5713
"M9952","Outpatient",334.35938
"M9953","Inpatient",5649.7085
"M9953","Outpatient",390.2092
"M9954","Inpatient",NA
"M9954","Outpatient",271.75522
"M9956","Inpatient",NA
"M9956","Outpatient",247.51468
"M9957","Inpatient",NA
"M9957","Outpatient",146.87863
"M9959","Inpatient",NA
"M9959","Outpatient",212.47118
"M9960","Inpatient",NA
"M9960","Outpatient",140.51605
"M9961","Inpatient",5708.853
"M9961","Outpatient",342.55774
"M9962","Inpatient",NA
"M9962","Outpatient",236.60258
"M9963","Inpatient",8244.3213
"M9963","Outpatient",321.57947
"M9964","Inpatient",NA
"M9964","Outpatient",210.52179
"M9966","Inpatient",NA
"M9966","Outpatient",366.13708
"M9968","Inpatient",NA
"M9968","Outpatient",177.75087
"M9970","Inpatient",NA
"M9970","Outpatient",182.32306
"M9971","Inpatient",4243.4336
"M9971","Outpatient",293.64371
"M9972","Inpatient",5066.564
"M9972","Outpatient",343.70474
"M9973","Inpatient",7002.6567
"M9973","Outpatient",383.38022
"M9974","Inpatient",NA
"M9974","Outpatient",379.64328
"M9976","Inpatient",NA
"M9976","Outpatient",260.52405
"M9979","Inpatient",NA
"M9979","Outpatient",204.49306
"M9980","Inpatient",298.17703
"M9980","Outpatient",162.16101
"M9981","Inpatient",3343.9468
"M9981","Outpatient",254.17659
"M9982","Inpatient",4580.4238
"M9982","Outpatient",260.61884
"M9983","Inpatient",5915.8545
"M9983","Outpatient",276.57141
"M9984","Inpatient",4936.0884
"M9984","Outpatient",258.41647
"M9985","Inpatient",1988.472
"M9985","Outpatient",270.12112
"M9986","Inpatient",NA
"M9986","Outpatient",163.25359
"M9987","Inpatient",NA
"M9987","Outpatient",222.03764
"M9988","Inpatient",2397.9944
"M9988","Outpatient",367.67361
"M9989","Inpatient",2816.4001
"M9989","Outpatient",218.26576
"M999","Inpatient",2059.4978
"M999","Outpatient",205.8779
"N000","Inpatient",1360.8337
"N000","Outpatient",128.15329
"N001","Inpatient",17618.6
"N001","Outpatient",980.6402
"N002","Inpatient",10305.784
"N002","Outpatient",496.50604
"N003","Inpatient",4863.4111
"N003","Outpatient",610.68323
"N004","Inpatient",4254.7886
"N004","Outpatient",337.7926
"N005","Inpatient",11891.243
"N005","Outpatient",1291.4216
"N007","Inpatient",15441.614
"N007","Outpatient",896.92767
"N008","Inpatient",10265.875
"N008","Outpatient",377.23318
"N009","Inpatient",7693.7905
"N009","Outpatient",610.58765
"N010","Inpatient",NA
"N010","Outpatient",213.24117
"N011","Inpatient",NA
"N011","Outpatient",357.00723
"N012","Inpatient",NA
"N012","Outpatient",5221.0698
"N013","Inpatient",6874.499
"N013","Outpatient",751.04163
"N017","Inpatient",8557.7227
"N017","Outpatient",1069.7859
"N018","Inpatient",17894.434
"N018","Outpatient",976.01764
"N019","Inpatient",8276.3418
"N019","Outpatient",1054.7347
"N020","Inpatient",3990.981
"N020","Outpatient",359.6058
"N021","Inpatient",10199.902
"N021","Outpatient",561.44678
"N022","Inpatient",8392.9482
"N022","Outpatient",629.46838
"N023","Inpatient",NA
"N023","Outpatient",576.51666
"N024","Inpatient",NA
"N024","Outpatient",128.28731
"N025","Inpatient",10918.139
"N025","Outpatient",351.315
"N026","Inpatient",NA
"N026","Outpatient",639.56055
"N027","Inpatient",11678.61
"N027","Outpatient",414.25781
"N028","Inpatient",12939.287
"N028","Outpatient",316.28244
"N029","Inpatient",9605.8398
"N029","Outpatient",345.43161
"N030","Inpatient",NA
"N030","Outpatient",201.88031
"N031","Inpatient",5510.9556
"N031","Outpatient",568.505
"N032","Inpatient",4380.7485
"N032","Outpatient",881.86334
"N033","Inpatient",786.72894
"N033","Outpatient",333.57031
"N034","Inpatient",NA
"N034","Outpatient",240.14325
"N035","Inpatient",1850.1443
"N035","Outpatient",2348.9155
"N036","Inpatient",NA
"N036","Outpatient",838.65692
"N037","Inpatient",11511.101
"N037","Outpatient",396.80362
"N038","Inpatient",2789.8416
"N038","Outpatient",278.61859
"N039","Inpatient",4758.1089
"N039","Outpatient",317.83823
"N040","Inpatient",7983.7896
"N040","Outpatient",565.16846
"N041","Inpatient",7232.0059
"N041","Outpatient",771.91534
"N042","Inpatient",10441.997
"N042","Outpatient",537.89496
"N043","Inpatient",2755.4133
"N043","Outpatient",437.08145
"N044","Inpatient",2883.9714
"N044","Outpatient",207.72137
"N045","Inpatient",13006.492
"N045","Outpatient",3534.0071
"N046","Inpatient",NA
"N046","Outpatient",2052.9363
"N047","Inpatient",8841.582
"N047","Outpatient",632.69562
"N048","Inpatient",8748.3916
"N048","Outpatient",1143.1134
"N049","Inpatient",6446.3062
"N049","Outpatient",369.13882
"N050","Inpatient",10162.245
"N050","Outpatient",275.4668
"N051","Inpatient",8373.1211
"N051","Outpatient",1252.4512
"N052","Inpatient",8966.3857
"N052","Outpatient",606.61731
"N053","Inpatient",NA
"N053","Outpatient",465.87808
"N054","Inpatient",7171.7559
"N054","Outpatient",1018.3174
"N055","Inpatient",13160.336
"N055","Outpatient",1193.0072
"N056","Inpatient",18792.43
"N056","Outpatient",6704.5581
"N057","Inpatient",13091.772
"N057","Outpatient",1196.4368
"N058","Inpatient",8297.333
"N058","Outpatient",675.31091
"N059","Inpatient",4621.5605
"N059","Outpatient",483.02429
"N060","Inpatient",142.56625
"N060","Outpatient",113.57858
"N061","Inpatient",354.77286
"N061","Outpatient",259.56189
"N062","Inpatient",NA
"N062","Outpatient",362.37161
"N063","Inpatient",NA
"N063","Outpatient",193.95358
"N064","Inpatient",NA
"N064","Outpatient",98.512756
"N065","Inpatient",NA
"N065","Outpatient",315.45731
"N066","Inpatient",NA
"N066","Outpatient",73.520668
"N067","Inpatient",NA
"N067","Outpatient",323.93045
"N068","Inpatient",NA
"N068","Outpatient",172.32019
"N069","Inpatient",394.01212
"N069","Outpatient",183.66611
"N070","Inpatient",NA
"N070","Outpatient",179.84659
"N071","Inpatient",NA
"N071","Outpatient",333.66418
"N072","Inpatient",NA
"N072","Outpatient",555.72589
"N078","Inpatient",NA
"N078","Outpatient",156.76559
"N079","Inpatient",1972.7592
"N079","Outpatient",216.8385
"N08","Inpatient",914.01276
"N08","Outpatient",157.95535
"N10","Inpatient",6028.4077
"N10","Outpatient",622.55072
"N110","Inpatient",3990.6438
"N110","Outpatient",292.20972
"N111","Inpatient",6214.9902
"N111","Outpatient",650.21375
"N118","Inpatient",9699.3613
"N118","Outpatient",438.4989
"N119","Inpatient",6072.5469
"N119","Outpatient",342.89209
"N12","Inpatient",5062.8501
"N12","Outpatient",635.6991
"N130","Inpatient",5989.0122
"N130","Outpatient",1292.024
"N131","Inpatient",7121.0308
"N131","Outpatient",1736.5421
"N132","Inpatient",6880.8647
"N132","Outpatient",1550.9069
"N1330","Inpatient",1287.4236
"N1330","Outpatient",619.8468
"N1339","Inpatient",1523.2296
"N1339","Outpatient",582.70331
"N134","Inpatient",946.21082
"N134","Outpatient",410.38074
"N135","Inpatient",4201.1294
"N135","Outpatient",1241.2659
"N136","Inpatient",8363.7471
"N136","Outpatient",1695.5837
"N1370","Inpatient",5678.5068
"N1370","Outpatient",477.25543
"N1371","Inpatient",3005.7385
"N1371","Outpatient",421.16647
"N13721","Inpatient",11469.761
"N13721","Outpatient",424.91068
"N13722","Inpatient",7982.7817
"N13722","Outpatient",377.19958
"N13729","Inpatient",13243.467
"N13729","Outpatient",440.52945
"N13731","Inpatient",7519.9346
"N13731","Outpatient",568.11188
"N13732","Inpatient",6162.1758
"N13732","Outpatient",371.0174
"N13739","Inpatient",NA
"N13739","Outpatient",214.29648
"N138","Inpatient",5363.7861
"N138","Outpatient",436.42078
"N139","Inpatient",4838.1689
"N139","Outpatient",359.71225
"N140","Inpatient",7253.9819
"N140","Outpatient",129.99001
"N141","Inpatient",8809.2871
"N141","Outpatient",297.2388
"N142","Inpatient",5347.0518
"N142","Outpatient",233.86502
"N143","Inpatient",NA
"N143","Outpatient",118.29092
"N144","Inpatient",3613.9724
"N144","Outpatient",100.81667
"N150","Inpatient",NA
"N150","Outpatient",251.28075
"N151","Inpatient",6730.4702
"N151","Outpatient",548.37939
"N158","Inpatient",6883.9551
"N158","Outpatient",507.7608
"N159","Inpatient",3487.6067
"N159","Outpatient",270.81628
"N16","Inpatient",3078.1208
"N16","Outpatient",294.87698
"N170","Inpatient",8479.0107
"N170","Outpatient",537.96484
"N171","Inpatient",4036.6609
"N171","Outpatient",306.61493
"N172","Inpatient",3291.9067
"N172","Outpatient",269.00443
"N178","Inpatient",2802.9561
"N178","Outpatient",453.69214
"N179","Inpatient",6370.354
"N179","Outpatient",527.01117
"N181","Inpatient",3238.2688
"N181","Outpatient",137.05278
"N182","Inpatient",2078.0005
"N182","Outpatient",122.58382
"N183","Inpatient",2227.1157
"N183","Outpatient",166.35408
"N184","Inpatient",2314.9517
"N184","Outpatient",224.99538
"N185","Inpatient",1919.3829
"N185","Outpatient",293.46259
"N186","Inpatient",2815.1106
"N186","Outpatient",3280.5376
"N189","Inpatient",2770.2712
"N189","Outpatient",212.67294
"N19","Inpatient",1204.9672
"N19","Outpatient",347.57135
"N200","Inpatient",2623.8618
"N200","Outpatient",676.12012
"N201","Inpatient",2155.064
"N201","Outpatient",1465.6123
"N202","Inpatient",5998.8481
"N202","Outpatient",1511.8865
"N209","Inpatient",1858.3795
"N209","Outpatient",257.67865
"N210","Inpatient",4712.0757
"N210","Outpatient",1540.9774
"N211","Inpatient",3365.0544
"N211","Outpatient",1017.4106
"N218","Inpatient",5320.2207
"N218","Outpatient",352.94626
"N219","Inpatient",2845.9309
"N219","Outpatient",258.25357
"N22","Inpatient",6286.2285
"N22","Outpatient",212.82161
"N23","Inpatient",1375.9893
"N23","Outpatient",535.35052
"N250","Inpatient",2818.7234
"N250","Outpatient",144.80524
"N251","Inpatient",10477.385
"N251","Outpatient",144.85374
"N2581","Inpatient",12563.989
"N2581","Outpatient",234.53374
"N2589","Inpatient",6951.7847
"N2589","Outpatient",189.48039
"N259","Inpatient",1217.0115
"N259","Outpatient",122.12288
"N261","Inpatient",1291.6359
"N261","Outpatient",208.5997
"N262","Inpatient",1813.0251
"N262","Outpatient",258.83411
"N269","Inpatient",3769.1411
"N269","Outpatient",1009.6497
"N270","Inpatient",227.36688
"N270","Outpatient",161.8656
"N271","Inpatient",44.726135
"N271","Outpatient",139.06693
"N279","Inpatient",610.40759
"N279","Outpatient",168.32127
"N280","Inpatient",8032.0498
"N280","Outpatient",472.10907
"N281","Inpatient",469.31506
"N281","Outpatient",208.20956
"N2881","Inpatient",475.47736
"N2881","Outpatient",205.81831
"N2882","Inpatient",519.86835
"N2882","Outpatient",400.86642
"N2883","Inpatient",5191.0068
"N2883","Outpatient",459.14542
"N2884","Inpatient",4353.228
"N2884","Outpatient",462.43051
"N2885","Inpatient",3170.0898
"N2885","Outpatient",460.38416
"N2886","Inpatient",4341.5938
"N2886","Outpatient",1401.3119
"N2889","Inpatient",3110.4048
"N2889","Outpatient",418.08365
"N289","Inpatient",1460.8193
"N289","Outpatient",178.28769
"N29","Inpatient",1742.5209
"N29","Outpatient",143.78223
"N3000","Inpatient",5387.189
"N3000","Outpatient",277.99615
"N3001","Inpatient",5898.9609
"N3001","Outpatient",253.89799
"N3010","Inpatient",6631.5923
"N3010","Outpatient",426.89694
"N3011","Inpatient",8451.8994
"N3011","Outpatient",483.19897
"N3020","Inpatient",3479.9355
"N3020","Outpatient",325.75754
"N3021","Inpatient",7350.873
"N3021","Outpatient",570.14594
"N3030","Inpatient",3240.0105
"N3030","Outpatient",1051.3781
"N3031","Inpatient",7458.8721
"N3031","Outpatient",1234.7296
"N3040","Inpatient",8300.0566
"N3040","Outpatient",1442.8009
"N3041","Inpatient",12773.297
"N3041","Outpatient",3157.7207
"N3080","Inpatient",6213.833
"N3080","Outpatient",566.92755
"N3081","Inpatient",8581.3555
"N3081","Outpatient",835.79639
"N3090","Inpatient",6152.6885
"N3090","Outpatient",288.22791
"N3091","Inpatient",7370.6509
"N3091","Outpatient",407.82178
"N310","Inpatient",1948.7843
"N310","Outpatient",278.08871
"N311","Inpatient",3258.8982
"N311","Outpatient",349.81982
"N312","Inpatient",3186.1611
"N312","Outpatient",330.44907
"N318","Inpatient",8039.4458
"N318","Outpatient",460.41885
"N319","Inpatient",4955.7935
"N319","Outpatient",423.54968
"N320","Inpatient",5891.3799
"N320","Outpatient",750.27411
"N321","Inpatient",14100.511
"N321","Outpatient",404.17532
"N322","Inpatient",9651.9277
"N322","Outpatient",455.12753
"N323","Inpatient",7210.1997
"N323","Outpatient",452.05682
"N3281","Inpatient",3094.5066
"N3281","Outpatient",539.84247
"N3289","Inpatient",3927.7981
"N3289","Outpatient",489.51175
"N329","Inpatient",3038.7739
"N329","Outpatient",538.02313
"N33","Inpatient",3004.7341
"N33","Outpatient",201.5587
"N340","Inpatient",5749.6064
"N340","Outpatient",232.54668
"N341","Inpatient",4318.8081
"N341","Outpatient",168.8656
"N342","Inpatient",3841.8716
"N342","Outpatient",250.34833
"N343","Inpatient",3197.8162
"N343","Outpatient",216.8502
"N35010","Inpatient",2525.4438
"N35010","Outpatient",344.08557
"N35011","Inpatient",3701.9438
"N35011","Outpatient",482.48688
"N35012","Inpatient",5177.0688
"N35012","Outpatient",483.19229
"N35013","Inpatient",4077.571
"N35013","Outpatient",524.51624
"N35014","Inpatient",3676.6179
"N35014","Outpatient",406.879
"N35016","Inpatient",NA
"N35016","Outpatient",612.08374
"N35021","Inpatient",NA
"N35021","Outpatient",295.61105
"N35028","Inpatient",1690.182
"N35028","Outpatient",315.83405
"N35111","Inpatient",1181.4678
"N35111","Outpatient",303.31781
"N35112","Inpatient",3588.4663
"N35112","Outpatient",420.59555
"N35113","Inpatient",NA
"N35113","Outpatient",384.9053
"N35114","Inpatient",NA
"N35114","Outpatient",419.24484
"N35116","Inpatient",NA
"N35116","Outpatient",702.47528
"N35119","Inpatient",4418.8564
"N35119","Outpatient",350.57089
"N3512","Inpatient",1129.2595
"N3512","Outpatient",359.85419
"N358","Inpatient",3685.7722
"N358","Outpatient",684.02246
"N35811","Inpatient",1986.1398
"N35811","Outpatient",612.67419
"N35812","Inpatient",5977.9844
"N35812","Outpatient",1176.1025
"N35813","Inpatient",5980.9414
"N35813","Outpatient",917.41626
"N35814","Inpatient",3352.1465
"N35814","Outpatient",848.27295
"N35816","Inpatient",5451.1187
"N35816","Outpatient",828.81195
"N35819","Inpatient",3058.395
"N35819","Outpatient",665.7785
"N3582","Inpatient",3424.6819
"N3582","Outpatient",487.90799
"N359","Inpatient",3818.9924
"N359","Outpatient",783.12708
"N35911","Inpatient",3293.1514
"N35911","Outpatient",690.43256
"N35912","Inpatient",5441.6802
"N35912","Outpatient",1296.9685
"N35913","Inpatient",5544.9829
"N35913","Outpatient",1163.7822
"N35914","Inpatient",4983.6997
"N35914","Outpatient",876.96008
"N35916","Inpatient",6547.6826
"N35916","Outpatient",1172.3046
"N35919","Inpatient",4083.5779
"N35919","Outpatient",935.51538
"N3592","Inpatient",3777.9814
"N3592","Outpatient",859.96716
"N360","Inpatient",13163.524
"N360","Outpatient",531.84045
"N361","Inpatient",6585.1523
"N361","Outpatient",861.7608
"N362","Inpatient",6102.7085
"N362","Outpatient",414.77692
"N3641","Inpatient",6564.1719
"N3641","Outpatient",1766.1456
"N3642","Inpatient",8429.707
"N3642","Outpatient",1737.2443
"N3643","Inpatient",7233.3384
"N3643","Outpatient",2235.7839
"N3644","Inpatient",4122.7769
"N3644","Outpatient",419.76007
"N365","Inpatient",3777.9104
"N365","Outpatient",721.36133
"N368","Inpatient",4399.2646
"N368","Outpatient",532.74835
"N369","Inpatient",2331.1555
"N369","Outpatient",290.15564
"N37","Inpatient",3550.8821
"N37","Outpatient",226.66107
"N390","Inpatient",6724.2998
"N390","Outpatient",237.38095
"N393","Inpatient",3457.073
